name,LONDD,LATDD,pptcon,MAP,tmax_jan_a,MAT,altitude,tmin_july_,summer_rainfall
PRREPE,18.88917,-34.0955,42,720,26.2,16,56,6.7,40
PRREPE,19.14683,-33.16217,52,821,26.9,15.4,365,5.4,41
PRREPE,19.148,-33.14917,52,868,23,13.1,700,4,43
PRREPE,19.5125,-34.02867,33,415,29,16.7,427,5.7,45
PRREPE,18.41667,-33.55,52,403,27.8,16.9,137,6.2,19
PRREPE,18.48483,-33.58733,51,422,28,16.9,150,6,21
PRREPE,18.55,-33.555,52,491,29.9,17.3,198,5.7,23
PRREPE,18.48717,-33.53467,52,390,28.8,17.4,189,6.4,19
PRREPE,18.56667,-33.563,51,471,28.6,16.9,107,5.8,22
PRREPE,18.50867,-33.50767,53,575,28.8,17.6,244,7.1,28
PRREPE,19.15917,-33.06267,52,741,18.5,10.1,1380,1.4,37
PRREPE,20.705,-33.48833,22,384,25.1,14,829,2.9,34
PRREPE,20.72467,-33.50317,19,347,25.3,14.2,823,3,31
PRREPE,20.72683,-33.505,18,308,25.4,14.2,823,2.9,27
PRREPE,20.73017,-33.50817,18,308,25.4,14.2,823,2.9,27
PRREPE,20.73167,-33.51033,17,301,27.6,15.5,581,3.6,26
PRREPE,20.73283,-33.51167,17,301,27.6,15.5,581,3.6,26
PRREPE,20.73117,-33.51217,17,301,27.6,15.5,581,3.6,26
PRREPE,20.57,-33.52,29,322,23.7,13.2,896,2.3,32
PRREPE,20.62383,-33.5285,27,448,24.6,13.8,838,2.7,40
PRREPE,20.63383,-33.51983,26,362,24.5,13.7,838,2.7,31
PRREPE,20.63833,-33.5285,26,437,24.9,13.9,838,2.8,37
PRREPE,19.182,-34.2,39,902,26.2,15.9,274,6.5,55
PRREPE,19.17333,-34.2,39,978,26,15.4,274,5.8,65
PRREPE,19.17,-34.20183,39,978,26,15.4,274,5.8,65
PRREPE,19.16367,-34.20233,39,978,26,15.4,274,5.8,65
PRREPE,18.54583,-33.71667,51,422,28,16.8,122,6,23
PRREPE,18.54583,-33.71667,51,422,28,16.8,122,6,23
PRREPE,18.9595,-34.331,38,952,25.8,15.9,158,7,75
PRREPE,18.86667,-34.0595,43,549,26.3,16,73,6.6,26
PRREPE,18.871,-34.0415,44,697,26.5,16,762,7.2,39
PRREPE,18.87233,-34.045,44,829,26.4,16,94,6.6,44
PRREPE,18.85217,-34.0515,43,683,27,16.5,122,7,38
PRREPE,18.726,-33.99233,46,522,25.8,16.7,17,7.4,29
PRREPE,19.02267,-34.26667,39,1051,25.5,15.3,314,5.8,74
PRREPE,19.15717,-33.9025,47,866,23.5,13.8,771,4.2,60
PRREPE,19.15517,-33.895,47,866,23.5,13.8,771,4.2,60
PRREPE,19.15517,-33.895,47,866,23.5,13.8,771,4.2,60
PRREPE,19.15717,-33.8915,47,856,20.4,11.9,1148,3.1,56
PRREPE,19.162,-33.88517,46,883,18.5,10.8,1341,2.5,62
PRREPE,19.162,-33.88517,46,883,18.5,10.8,1341,2.5,62
PRREPE,19.162,-33.881,46,883,18.5,10.8,1341,2.5,62
PRREPE,19.16883,-33.8825,46,883,18.5,10.8,1341,2.5,62
PRREPE,19.17733,-33.887,47,838,18.1,10.5,1341,2.4,56
PRREPE,19.1735,-33.89317,47,868,23.4,13.7,717,4.3,69
PRREPE,19.162,-33.9,47,868,23.4,13.7,717,4.3,69
PRREPE,18.435,-33.984,45,1295,24.6,16.2,175,8.2,80
PRREPE,19.41667,-34.31133,37,472,27.3,16.6,152,6.5,31
PRREPE,19.6445,-34.43417,35,536,27.6,16.1,434,6.2,40
PRREPE,19.6475,-34.43333,35,536,27.6,16.1,434,6.2,40
PRREPE,19.6445,-34.43067,35,536,27.6,16.1,434,6.2,40
PRREPE,19.65267,-34.43017,35,536,27.6,16.1,434,6.2,40
PRREPE,19.65,-34.42617,35,536,27.6,16.1,434,6.2,40
PRREPE,19.644,-34.427,35,536,27.6,16.1,434,6.2,40
PRREPE,19.64233,-34.427,35,536,27.6,16.1,434,6.2,40
PRREPE,19.639,-34.427,35,560,28.4,16.8,166,5.8,40
PRREPE,19.6355,-34.43017,35,560,28.4,16.8,166,5.8,40
PRREPE,19.63083,-34.427,35,560,28.4,16.8,166,5.8,40
PRREPE,19.63883,-34.431,35,560,28.4,16.8,166,5.8,40
PRREPE,19.139,-34.37567,35,561,23.4,16,24,8.5,45
PRREPE,18.41333,-33.55267,52,403,27.8,16.9,137,6.2,19
PRREPE,18.407,-33.56217,52,443,26.6,16.5,58,6.2,21
PRREPE,18.42417,-33.54317,52,403,27.8,16.9,137,6.2,19
PRREPE,18.44817,-33.52767,52,353,28.5,17.4,177,6.5,17
PRREPE,18.46933,-33.518,52,351,28.8,17.5,189,6.6,17
PRREPE,18.47417,-33.518,52,351,28.8,17.5,189,6.6,17
PRREPE,19.0315,-34.3315,37,746,23.7,15.6,29,7.6,55
PRREPE,20.464,-34.0545,9,524,27.4,17,108,6.5,72
PRREPE,20.465,-34.04817,9,524,27.4,17,108,6.5,72
PRREPE,20.458,-34.04433,9,561,26.9,16.9,64,6.7,86
PRREPE,20.4565,-34.046,9,561,26.9,16.9,64,6.7,86
PRREPE,20.5005,-34.07033,11,450,26.4,16.7,56,6.9,58
PRREPE,20.499,-34.0505,10,511,26.9,16.8,90,6.8,69
PRREPE,18.486,-33.75,50,361,26.6,16.5,55,6.5,21
PRREPE,18.46783,-33.61483,51,417,27.2,16.5,88,5.9,21
PRREPE,18.46417,-33.622,51,417,27.2,16.5,88,5.9,21
PRREPE,18.46783,-33.627,51,406,27,16.4,88,5.9,20
PRREPE,18.47533,-33.6225,51,415,27.3,16.5,88,5.8,21
PRREPE,18.47433,-33.64233,51,399,26.4,16.2,53,6.1,20
PRREPE,18.47817,-33.64417,51,390,26.6,16.3,53,6,19
PRREPE,18.456,-33.63967,51,412,26.5,16.2,62,6,21
PRREPE,18.46033,-33.6405,51,406,27,16.4,88,5.9,20
PRREPE,18.42633,-33.991,45,1295,24.6,16.2,175,8.2,80
PRREPE,19.162,-33.89467,47,868,23.4,13.7,717,4.3,69
PRREPE,19.16933,-33.94367,47,954,27.2,15.6,579,5.4,52
PRREPE,19.164,-34.046,49,603,27.3,16.2,265,6.4,35
PRREPE,19.164,-34.046,49,603,27.3,16.2,265,6.4,35
PRREPE,19.164,-34.046,49,603,27.3,16.2,265,6.4,35
PRREPE,19.164,-34.046,49,603,27.3,16.2,265,6.4,35
PRREPE,19.164,-34.046,49,603,27.3,16.2,265,6.4,35
PRREPE,19.1,-33.61533,45,764,27.9,16.1,450,5.4,42
PRREPE,19.107,-33.61083,45,764,27.9,16.1,450,5.4,42
PRREPE,19.26517,-34.38783,33,634,24.9,15.3,511,6.7,58
PRREPE,19.24633,-34.4,33,681,25,16.5,139,8.4,61
PRREPE,19.25383,-34.4005,33,681,25,16.5,139,8.4,61
PRREPE,19.23383,-34.40817,33,616,25,16.5,155,8.5,57
PRREPE,19.26617,-34.3955,33,653,24.7,16.2,86,8,59
PRREPE,19.26533,-34.39867,33,653,24.7,16.2,86,8,59
PRREPE,19.26283,-34.39767,33,653,24.7,16.2,86,8,59
PRREPE,19.26983,-34.39283,33,653,24.7,16.2,86,8,59
PRREPE,19.14417,-33.913,47,916,26.4,15,719,4.7,55
PRREPE,19.322,-34.40267,33,620,23.4,15.6,0,7.9,61
PRREPE,19.24133,-34.41433,,614,23.4,16.1,25,8.9,56
PRREPE,19.27783,-34.40083,33,611,24.6,16.1,86,7.9,59
PRREPE,19.28067,-34.40183,33,611,24.6,16.1,86,7.9,59
PRREPE,19.28333,-34.40317,33,611,24.6,16.1,86,7.9,59
PRREPE,19.28883,-34.40317,33,611,24.6,16.1,86,7.9,59
PRREPE,19.292,-34.40317,33,605,25.5,16.1,174,7.4,61
PRREPE,19.1925,-34.41617,33,618,23.1,16,21,9.1,56
PRREPE,19.20267,-34.42167,33,618,23.1,16,21,9.1,56
PRREPE,19.199,-34.42617,,611,,,,,55
PRREPE,19.2255,-34.387,33,617,24.7,16.5,79,8.4,60
PRREPE,19.24317,-34.37117,34,595,25.4,16.2,134,7.6,53
PRREPE,19.24267,-34.3675,34,595,25.4,16.2,134,7.6,53
PRREPE,19.2065,-34.35683,35,653,24.9,16.2,98,7.9,57
PRREPE,19.19417,-34.34767,35,653,24.9,16.2,98,7.9,57
PRREPE,19.17817,-34.34317,35,651,24.8,16.3,85,8,57
PRREPE,19.15383,-34.34367,35,546,24,16.2,44,8.3,44
PRREPE,19.28833,-34.39583,33,611,24.6,16.1,86,7.9,59
PRREPE,19.28383,-34.39467,33,611,24.6,16.1,86,7.9,59
PRREPE,19.28067,-34.39583,33,611,24.6,16.1,86,7.9,59
PRREPE,19.27683,-34.39733,33,611,24.6,16.1,86,7.9,59
PRREPE,18.94733,-33.7415,48,802,29.6,17.6,335,6.4,37
PRREPE,18.93333,-33.73783,48,807,29.4,17.3,503,6.1,37
PRREPE,18.93083,-33.7475,48,810,29.7,17.8,274,6.5,34
PRREPE,18.935,-33.7505,48,810,29.7,17.8,274,6.5,34
PRREPE,18.93817,-33.75367,48,810,29.7,17.8,274,6.5,34
PRREPE,18.9365,-33.75633,48,810,29.7,17.8,274,6.5,34
PRREPE,18.9365,-33.75533,48,810,29.7,17.8,274,6.5,34
PRREPE,18.935,-33.75817,48,810,29.7,17.8,274,6.5,34
PRREPE,18.92633,-33.75133,48,810,29.7,17.8,274,6.5,34
PRREPE,19.0625,-34.07633,46,1368,25.8,14.8,375,4.8,72
PRREPE,19.0645,-34.07833,46,1368,25.8,14.8,375,4.8,72
PRREPE,19.06617,-34.08167,46,1368,25.8,14.8,375,4.8,72
PRREPE,19.068,-34.08567,46,1368,25.8,14.8,375,4.8,72
PRREPE,19.0695,-34.07567,46,1368,25.8,14.8,375,4.8,72
PRREPE,19.07533,-33.69767,48,837,27.9,15.6,732,4.9,42
PRREPE,19.0705,-33.71617,48,875,28.5,15.8,870,4.9,43
PRREPE,19.94817,-34.61717,28,439,25.9,16.9,59,7.7,43
PRREPE,19.77867,-34.6675,29,525,26.6,17,79,7.3,50
PRREPE,18.97533,-33.99367,44,2067,25.9,13.6,1234,3.7,153
PRREPE,18.97683,-33.99417,44,2067,25.9,13.6,1234,3.7,153
PRREPE,19.28167,-33.97883,47,568,26.6,16.3,415,7.1,26
PRREPE,18.40867,-34.01033,44,1072,24.2,16.3,46,9,63
PRREPE,18.42833,-34.146,,756,24.8,16.4,128,8.3,50
PRREPE,19.165,-33.35067,50,600,30.6,17.5,236,5.9,39
PRREPE,19.16467,-33.54467,44,727,25.9,15,754,4.9,36
PRREPE,19.286,-33.38917,52,814,27.2,14.2,700,2.1,38
PRREPE,18.8935,-33.84233,46,765,27.5,15.9,620,6.4,45
PRREPE,18.89833,-33.8505,46,765,27.5,15.9,620,6.4,45
PRREPE,18.89617,-33.8545,46,765,27.5,15.9,620,6.4,45
PRREPE,18.89083,-33.8495,46,721,27.9,16.4,404,6.8,42
PRREPE,18.47683,-33.4995,52,403,28.6,17.7,201,7.3,20
PRREPE,18.5075,-33.532,52,432,28.4,17.4,226,6.9,20
PRREPE,20.535,-34.37933,19,493,28,17.1,134,6.1,48
PRREPE,20.54367,-34.38967,19,445,28.7,17.1,226,5.7,43
PRREPE,20.549,-34.39733,19,493,28.6,17.3,182,6.1,49
PRREPE,20.55617,-34.39983,19,493,28.6,17.3,182,6.1,49
PRREPE,20.56633,-34.40533,18,515,27.9,17,119,6,51
PRREPE,20.53167,-34.37517,19,493,28,17.1,134,6.1,48
PRREPE,18.6435,-33.84233,50,580,28.1,17.1,158,7,32
PRREPE,18.64467,-33.83967,50,612,27.9,17.1,152,7.1,31
PRREPE,18.993,-34.32883,37,972,25.6,16.1,183,7.5,74
PRREPE,18.83167,-34.1765,,829,25.7,15.5,366,7,58
PRREPE,19.04733,-31.23967,56,306,31.5,17.4,770,5.4,5
PRREPE,19.04117,-31.2315,56,315,31.4,17.3,800,5.3,7
PRREPE,19.02817,-31.241,56,315,31.4,17.3,800,5.3,7
PRREPE,18.99183,-31.2415,57,309,31.2,17.3,825,5.4,6
PRREPE,18.999,-31.2415,57,309,31.2,17.3,825,5.4,6
PRREPE,19.01067,-31.23867,56,311,31.3,17.3,800,5.3,6
PRREPE,19.0255,-31.2405,56,315,31.4,17.3,800,5.3,7
PRREPE,19.08267,-31.37817,57,347,30.6,17.3,740,5.6,7
PRREPE,19.08217,-31.37967,57,347,30.6,17.3,740,5.6,7
PRREPE,19.06767,-31.37567,57,360,30.6,17.3,740,5.6,7
PRREPE,19.07833,-31.3775,57,347,30.6,17.3,740,5.6,7
PRREPE,19.03167,-31.35283,56,437,30.5,17.1,805,5.5,10
PRREPE,19.0305,-31.35917,57,403,30.6,17.3,790,5.6,9
PRREPE,19.1,-31.39733,57,335,30.8,17.4,695,5.7,7
PRREPE,19.1295,-31.66067,62,250,28.6,16.4,820,5.3,2
PRREPE,19.11183,-31.6735,62,256,28.4,16.3,820,5.3,2
PRREPE,19.118,-31.6955,63,257,28.8,16.6,800,5.5,3
PRREPE,18.82433,-34.19683,,927,,,,,62
PRREPE,18.83283,-34.205,,924,27.6,16.1,196,6.3,64
PRREPE,19.91883,-34.6925,28,481,25.2,16.8,8,8,45
PRREPE,19.031,-34.23783,40,1020,25.6,15.5,122,6.2,66
PRREPE,19.031,-34.23867,40,1020,25.6,15.5,122,6.2,66
PRREPE,19.03333,-34.24017,40,1020,25.6,15.5,122,6.2,66
PRREPE,18.393,-34.074,43,1152,23.1,15.1,472,7.7,87
PRREPE,19.61933,-34.03617,26,473,28.2,16.4,399,5.6,63
PRREPE,19.62367,-34.03517,26,473,28.2,16.4,399,5.6,63
PRREPE,19.6265,-34.03617,27,440,27.4,16.1,399,5.4,56
PRREPE,19.6295,-34.03833,27,440,27.4,16.1,399,5.4,56
PRREPE,19.63283,-34.03783,27,440,27.4,16.1,399,5.4,56
PRREPE,19.63117,-34.03517,27,440,27.4,16.1,399,5.4,56
PRREPE,19.63817,-34.03333,27,440,27.4,16.1,399,5.4,56
PRREPE,19.64467,-34.03333,28,402,26.3,15.4,527,4.9,48
PRREPE,19.651,-34.0325,28,402,26.3,15.4,527,4.9,48
PRREPE,19.6565,-34.03283,28,402,26.3,15.4,527,4.9,48
PRREPE,19.66017,-34.0325,30,375,24,14,847,4,42
PRREPE,19.66183,-34.02917,30,375,24,14,847,4,42
PRREPE,19.6645,-34.03067,30,375,24,14,847,4,42
PRREPE,19.66717,-34.02833,30,375,24,14,847,4,42
PRREPE,19.67217,-34.027,30,375,24,14,847,4,42
PRREPE,19.67567,-34.02633,31,375,23.7,13.8,847,3.9,35
PRREPE,19.679,-34.0245,32,330,23.2,13.5,847,3.7,29
PRREPE,19.68333,-34.023,32,330,23.2,13.5,847,3.7,29
PRREPE,19.68617,-34.022,32,330,23.2,13.5,847,3.7,29
PRREPE,19.68983,-34.02067,32,330,23.2,13.5,847,3.7,29
PRREPE,19.692,-34.02,33,335,22.6,13.2,899,3.4,26
PRREPE,19.69367,-34.019,33,335,22.6,13.2,899,3.4,26
PRREPE,19.69617,-34.01733,33,335,22.6,13.2,899,3.4,26
PRREPE,19.70317,-34.01667,33,335,22.6,13.2,899,3.4,26
PRREPE,19.70483,-34.01483,33,335,22.6,13.2,899,3.4,26
PRREPE,19.708,-34.01433,33,335,22.6,13.2,899,3.4,26
PRREPE,19.71017,-34.01483,34,348,21.6,12.6,1052,3,25
PRREPE,19.71267,-34.01367,34,348,21.6,12.6,1052,3,25
PRREPE,19.715,-34.01267,34,348,21.6,12.6,1052,3,25
PRREPE,19.715,-34.01083,34,348,21.6,12.6,1052,3,25
PRREPE,19.71883,-34.0085,34,348,21.6,12.6,1052,3,25
PRREPE,19.71983,-34.01167,34,348,21.6,12.6,1052,3,25
PRREPE,19.72417,-34.01267,34,348,21.6,12.6,1052,3,25
PRREPE,19.7065,-34.00967,33,335,22.6,13.2,899,3.4,26
PRREPE,19.70267,-34.01033,33,335,22.6,13.2,899,3.4,26
PRREPE,19.70167,-34.008,34,322,23.6,13.8,698,3.8,25
PRREPE,19.7,-34.00533,34,322,23.6,13.8,698,3.8,25
PRREPE,19.70117,-34.00267,34,322,23.6,13.8,698,3.8,25
PRREPE,19.69817,-34.00183,34,322,23.6,13.8,698,3.8,25
PRREPE,19.69367,-34.00267,34,322,23.6,13.8,698,3.8,25
PRREPE,19.68883,-34.004,33,337,23.3,13.6,778,3.7,29
PRREPE,19.684,-34.00533,33,337,23.3,13.6,778,3.7,29
PRREPE,19.68083,-34.00767,33,337,23.3,13.6,778,3.7,29
PRREPE,19.676,-34.008,33,337,23.3,13.6,778,3.7,29
PRREPE,19.66017,-34.00817,32,343,23.5,13.7,778,3.8,31
PRREPE,19.65867,-34.013,30,347,23.5,13.7,847,3.8,34
PRREPE,19.62567,-34.02483,28,399,26.9,15.8,399,5.2,46
PRREPE,19.62267,-34.028,26,473,28.2,16.4,399,5.6,63
PRREPE,19.621,-34.0315,26,473,28.2,16.4,399,5.6,63
PRREPE,18.401,-34.105,43,1023,23.7,16.2,61,9.1,73
PRREPE,18.40217,-34.10183,43,1023,23.7,16.2,61,9.1,73
PRREPE,18.404,-34.10133,43,1023,23.7,16.2,61,9.1,73
PRREPE,18.40167,-34.1995,42,573,23.9,16,61,8.4,39
PRREPE,18.398,-34.1995,42,573,23.9,16,61,8.4,39
PRREPE,18.40583,-34.11267,42,982,23.7,16.2,91,9.1,68
PRREPE,20.46717,-34.064,10,451,27.1,16.9,85,6.7,53
PRREPE,20.47,-34.0675,10,451,27.1,16.9,85,6.7,53
PRREPE,20.45067,-34.06483,10,455,27,17,76,6.5,58
PRREPE,20.44533,-34.05183,9,561,26.9,16.9,64,6.7,86
PRREPE,20.44317,-34.05317,9,561,26.9,16.9,64,6.7,86
PRREPE,20.4405,-34.0545,9,561,27.5,17,107,6.4,86
PRREPE,20.4355,-34.05583,9,561,27.5,17,107,6.4,86
PRREPE,20.43333,-34.0595,11,470,27.3,17.1,96,6.5,66
PRREPE,20.4285,-34.0595,11,470,27.3,17.1,96,6.5,66
PRREPE,20.42583,-34.06267,11,470,27.3,17.1,96,6.5,66
PRREPE,20.44917,-34.05717,9,561,26.9,16.9,64,6.7,86
PRREPE,20.4465,-34.05533,9,561,26.9,16.9,64,6.7,86
PRREPE,20.4465,-34.0545,9,561,26.9,16.9,64,6.7,86
PRREPE,20.49983,-34.0735,11,450,26.4,16.7,56,6.9,58
PRREPE,20.50583,-34.064,11,450,26.4,16.7,56,6.9,58
PRREPE,21.35933,-34.17083,9,451,27.7,17.3,168,6.3,68
PRREPE,23.22933,-34.08567,7,1083,24.8,16.7,186,8.5,222
PRREPE,21.6425,-33.68433,5,244,27.6,16,773,3.6,37
PRREPE,21.644,-33.6905,5,244,27.6,16,773,3.6,37
PRREPE,19.85883,-33.69733,35,447,20,11,1387,2,24
PRREPE,19.86433,-33.69917,35,447,20,11,1387,2,24
PRREPE,19.8695,-33.68867,38,438,23.7,13.2,879,3.4,25
PRREPE,19.89783,-33.69183,32,411,21.3,11.9,1154,2.5,29
PRREPE,19.87233,-33.677,38,438,23.7,13.2,879,3.4,25
PRREPE,19.87317,-33.67433,38,409,23.6,13.1,879,3.3,23
PRREPE,19.877,-33.6735,36,421,23.5,13.1,879,3.3,25
PRREPE,19.8745,-33.67117,38,409,23.6,13.1,879,3.3,23
PRREPE,19.865,-33.67117,38,409,23.6,13.1,879,3.3,23
PRREPE,19.858,-33.68383,39,461,24,13.3,905,3.4,25
PRREPE,19.83333,-33.61167,40,402,24.4,13.4,902,3.3,20
PRREPE,19.85483,-33.60383,40,355,22.1,11.8,1241,2.2,18
PRREPE,19.186,-33.7205,51,920,22.1,12.8,791,3.5,37
PRREPE,19.24867,-34.10267,45,501,27.4,16.6,274,6.7,25
PRREPE,19.34433,-34.1325,42,452,27.3,16.1,504,5.8,28
PRREPE,19.14717,-34.28333,36,596,25,16.2,122,7.6,46
PRREPE,19.148,-34.28283,36,596,25,16.2,122,7.6,46
PRREPE,19.1495,-34.281,36,596,25,16.2,122,7.6,46
PRREPE,19.6355,-34.42967,35,560,28.4,16.8,166,5.8,40
PRREPE,19.63667,-34.42967,35,560,28.4,16.8,166,5.8,40
PRREPE,19.63983,-34.42817,35,560,28.4,16.8,166,5.8,40
PRREPE,19.64433,-34.42517,35,536,27.6,16.1,434,6.2,40
PRREPE,19.646,-34.42167,36,546,27.6,16.1,434,6.1,39
PRREPE,19.65,-34.42033,36,546,27.6,16.1,434,6.1,39
PRREPE,19.65,-34.42167,36,546,27.6,16.1,434,6.1,39
PRREPE,19.647,-34.42383,36,546,27.6,16.1,434,6.1,39
PRREPE,19.64533,-34.42583,35,536,27.6,16.1,434,6.2,40
PRREPE,19.6535,-34.423,36,546,27.6,16.1,434,6.1,39
PRREPE,19.64817,-34.41667,36,546,27.6,16.1,434,6.1,39
PRREPE,19.636,-34.42483,36,528,28.3,16.8,166,5.8,39
PRREPE,19.646,-34.428,35,536,27.6,16.1,434,6.2,40
PRREPE,19.646,-34.42967,35,536,27.6,16.1,434,6.2,40
PRREPE,19.64267,-34.43017,35,536,27.6,16.1,434,6.2,40
PRREPE,19.63983,-34.431,35,560,28.4,16.8,166,5.8,40
PRREPE,19.63717,-34.4265,35,560,28.4,16.8,166,5.8,40
PRREPE,19.63717,-34.4245,36,528,28.3,16.8,166,5.8,39
PRREPE,19.62833,-34.4245,36,528,28.3,16.8,166,5.8,39
PRREPE,19.63083,-34.42717,35,560,28.4,16.8,166,5.8,40
PRREPE,19.632,-34.43017,35,560,28.4,16.8,166,5.8,40
PRREPE,18.40433,-34.1005,43,1023,23.7,16.2,61,9.1,73
PRREPE,18.40317,-34.10167,43,1023,23.7,16.2,61,9.1,73
PRREPE,18.70533,-33.902,48,552,27,16.8,66,7,31
PRREPE,19.92417,-34.05,31,414,22.1,12.8,823,2.4,32
PRREPE,19.9225,-34.04767,31,414,22.1,12.8,823,2.4,32
PRREPE,19.9275,-34.0495,31,410,22.3,12.9,823,2.5,31
PRREPE,19.93017,-34.04867,31,410,22.3,12.9,823,2.5,31
PRREPE,19.93117,-34.05,31,410,22.3,12.9,823,2.5,31
PRREPE,19.93383,-34.0505,31,410,22.3,12.9,823,2.5,31
PRREPE,19.92083,-34.04417,31,414,22.1,12.8,823,2.4,32
PRREPE,19.92083,-34.04233,31,414,22.1,12.8,823,2.4,32
PRREPE,19.92467,-34.04183,31,414,22.1,12.8,823,2.4,32
PRREPE,19.92467,-34.04033,32,408,24.8,14.4,518,3.3,29
PRREPE,19.9275,-34.04033,32,375,25.1,14.6,518,3.4,27
PRREPE,19.9225,-34.03983,32,408,24.8,14.4,518,3.3,29
PRREPE,19.9225,-34.036,32,408,24.8,14.4,518,3.3,29
PRREPE,19.91767,-34.02833,32,408,24.8,14.4,518,3.3,29
PRREPE,19.91767,-34.0275,32,408,24.8,14.4,518,3.3,29
PRREPE,19.91767,-34.0265,32,408,24.8,14.4,518,3.3,29
PRREPE,19.9145,-34.02567,32,408,24.8,14.4,518,3.3,29
PRREPE,19.09133,-33.63917,46,774,28.8,16.7,320,5.9,40
PRREPE,19.10117,-33.625,46,764,27.2,15.7,450,5.1,42
PRREPE,19.10383,-33.6275,46,785,27.2,15.7,450,5.1,41
PRREPE,19.10583,-33.631,46,785,27.2,15.7,450,5.1,41
PRREPE,19.1005,-33.62883,46,785,27.2,15.7,450,5.1,41
PRREPE,19.05383,-33.6415,46,753,31.7,18.3,191,6.4,45
PRREPE,18.4055,-34.096,43,1023,23.7,16.2,61,9.1,73
PRREPE,20.24833,-33.67483,33,218,22.3,12.4,1006,1.7,25
PRREPE,20.18017,-33.63417,34,181,21.9,11.5,1184,0.4,15
PRREPE,20.16417,-33.63533,34,180,21.8,11.5,1184,0.4,14
PRREPE,20.16617,-33.63883,34,180,21.8,11.5,1184,0.4,14
PRREPE,20.16967,-33.637,34,180,21.8,11.5,1184,0.4,14
PRREPE,20.193,-33.636,34,197,22.2,11.7,1140,0.5,18
PRREPE,20.2335,-33.638,34,226,22.3,11.8,1122,0.7,27
PRREPE,20.23167,-33.64017,34,226,22.3,11.8,1122,0.7,27
PRREPE,20.23433,-33.64233,34,205,23.3,12.5,1010,1.2,22
PRREPE,20.99133,-33.54867,8,421,25.5,14.1,1049,2.7,50
PRREPE,20.98767,-33.55133,8,421,25.5,14.1,1049,2.7,50
PRREPE,20.98433,-33.55233,8,421,25.5,14.1,1049,2.7,50
PRREPE,20.979,-33.55333,8,421,25.5,14.1,1049,2.7,50
PRREPE,20.97417,-33.55533,9,427,25.4,14,1049,2.7,50
PRREPE,20.9705,-33.55867,9,375,28.7,16,608,3.9,44
PRREPE,20.97533,-33.55333,8,421,25.5,14.1,1049,2.7,50
PRREPE,20.98917,-33.55233,8,421,25.5,14.1,1049,2.7,50
PRREPE,21.00767,-33.54917,7,389,26.4,14.6,975,3,45
PRREPE,21.00483,-33.44417,7,421,30.6,17.3,447,5.1,50
PRREPE,21.00883,-33.446,7,441,30.1,17,479,5,52
PRREPE,21.012,-33.44183,7,441,30.1,17,479,5,52
PRREPE,21.00883,-33.4405,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.00533,-33.43967,9,218,27.6,15.4,1070,4.2,25
PRREPE,21.00883,-33.43733,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.01017,-33.43417,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.0135,-33.4325,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.01517,-33.43017,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.0145,-33.4275,9,226,25.4,14.1,1280,3.4,26
PRREPE,19.92383,-34.03833,32,408,24.8,14.4,518,3.3,29
PRREPE,19.922,-34.03883,32,408,24.8,14.4,518,3.3,29
PRREPE,19.1505,-33.909,47,916,26.4,15,719,4.7,55
PRREPE,19.15533,-33.90467,47,866,23.5,13.8,771,4.2,60
PRREPE,19.158,-33.90183,47,866,23.5,13.8,771,4.2,60
PRREPE,19.15717,-33.90583,47,866,23.5,13.8,771,4.2,60
PRREPE,19.15617,-33.90717,47,866,23.5,13.8,771,4.2,60
PRREPE,19.158,-33.914,47,916,26.4,15,719,4.7,55
PRREPE,19.15617,-33.914,47,916,26.4,15,719,4.7,55
PRREPE,19.16133,-33.919,46,955,26,14.9,667,5,64
PRREPE,19.136,-33.91133,48,839,27.4,16,341,5.7,50
PRREPE,19.13867,-33.91033,48,839,27.4,16,341,5.7,50
PRREPE,19.14367,-33.909,47,916,26.4,15,719,4.7,55
PRREPE,19.14617,-33.909,47,916,26.4,15,719,4.7,55
PRREPE,19.15,-33.90767,47,866,23.5,13.8,771,4.2,60
PRREPE,19.2275,-34.37167,34,576,24.7,16.2,79,8.1,53
PRREPE,19.22467,-34.373,34,597,24.7,16.3,79,8.3,53
PRREPE,19.16233,-34.39867,34,633,23,15.9,14,8.9,55
PRREPE,19.1635,-34.40183,34,633,23,15.9,14,8.9,55
PRREPE,19.1635,-34.405,34,633,23,15.9,14,8.9,55
PRREPE,19.26883,-34.39483,33,653,24.7,16.2,86,8,59
PRREPE,19.27167,-34.39633,33,653,24.7,16.2,86,8,59
PRREPE,19.273,-34.39483,33,653,24.7,16.2,86,8,59
PRREPE,19.27383,-34.39283,33,653,24.7,16.2,86,8,59
PRREPE,18.40483,-34.10233,43,1023,23.7,16.2,61,9.1,73
PRREPE,21.20867,-33.9315,6,507,30.1,16.9,616,5,83
PRREPE,21.211,-33.92517,6,507,30.1,16.9,616,5,83
PRREPE,19.01667,-34.334,37,839,24,15.6,29,7.5,63
PRREPE,19.007,-34.3315,37,972,25.6,16.1,183,7.5,74
PRREPE,19.00267,-34.32883,37,972,25.6,16.1,183,7.5,74
